name,gp,g,a,plus_minus,pim,ppp,sog,hit,blk,year,team_name,gwg,position,mult_position_player,avg_time_on_ice
Leon Draisaitl,69,43,65,-7,18,43,213,26,16,2019,Big Dirty,NA,,,
William Karlsson,27,8,13,3,12,3,57,18,21,2019,Big Dirty,NA,,,
Alex Pietrangelo,70,16,36,11,20,22,225,47,89,2019,Big Dirty,NA,,,
Thomas Chabot,68,6,32,-17,42,11,179,76,85,2019,Big Dirty,NA,,,
Sean Monahan,35,9,18,-12,12,10,88,36,11,2019,Big Dirty,NA,,,
Nazem Kadri,38,14,10,2,68,8,102,42,9,2019,Big Dirty,NA,,,
Matthew Tkachuk,69,23,39,-5,74,19,188,122,22,2019,Big Dirty,NA,,,
Milan Lucic,9,0,1,0,26,0,12,27,2,2019,Big Dirty,NA,,,
Viktor Arvidsson,17,4,6,0,2,3,39,9,6,2019,Big Dirty,NA,,,
Mikko Rantanen,37,16,17,2,14,11,95,25,23,2019,Big Dirty,NA,,,
Matt Dumba,51,5,13,-7,29,6,124,77,66,2019,Big Dirty,NA,,,
Patrick Kane,67,32,49,7,40,23,266,21,18,2019,Big Dirty,NA,,,
Ivan Provorov,69,12,23,10,24,15,149,84,111,2019,Big Dirty,NA,,,
Pierre-Luc Dubois,52,10,25,-8,28,7,120,57,41,2019,Big Dirty,NA,,,
Colton Parayko,31,2,5,1,4,0,68,44,59,2019,Big Dirty,NA,,,
Jakub Voracek,50,7,32,13,21,10,96,13,16,2019,Big Dirty,NA,,,
Cam Atkinson,1,0,0,0,0,0,1,0,0,2019,Big Dirty,NA,,,
Jared McCann,1,0,0,-1,0,0,1,0,1,2019,Big Dirty,NA,,,
Bo Horvat,20,8,7,-9,9,4,47,18,19,2019,Big Dirty,NA,,,
Brady Tkachuk,30,7,11,-8,73,4,104,146,20,2019,Big Dirty,NA,,,
Blake Coleman,10,0,1,2,18,0,22,26,7,2019,Big Dirty,NA,,,
Mikael Backlund,1,0,0,-4,0,0,1,0,1,2019,Big Dirty,NA,,,
Tyler Toffoli,9,5,4,3,4,3,34,14,2,2019,Big Dirty,NA,,,
Total,831,227,407,-24,538,202,2231,928,645,2019,Big Dirty,NA,,,
Brayden Schenn,52,13,19,-2,29,7,108,111,33,2020,Big Thick Blocks,NA,,,
David Perron,48,16,33,5,20,19,133,37,23,2020,Big Thick Blocks,NA,,,
Mikhail Sergachev,54,4,25,6,26,8,103,65,71,2020,Big Thick Blocks,NA,,,
Ben Chiarot,2,0,0,-2,5,0,3,7,2,2020,Big Thick Blocks,NA,,,
Dylan Larkin,13,4,3,-4,11,1,40,14,5,2020,Big Thick Blocks,NA,,,
Nicklas Backstrom,51,15,35,-1,14,20,88,21,25,2020,Big Thick Blocks,NA,,,
Jonathan Marchessault,27,8,13,7,33,2,89,17,6,2020,Big Thick Blocks,NA,,,
Evander Kane,55,22,27,3,40,7,193,94,22,2020,Big Thick Blocks,NA,,,
Blake Wheeler,40,10,23,-17,36,13,87,45,20,2020,Big Thick Blocks,NA,,,
Andrei Svechnikov,51,14,25,0,44,17,134,106,17,2020,Big Thick Blocks,NA,,,
Charlie McAvoy,46,4,23,17,32,7,84,58,72,2020,Big Thick Blocks,NA,,,
Ryan Ellis,21,2,7,-7,6,4,43,8,37,2020,Big Thick Blocks,NA,,,
Rasmus Ristolainen,44,4,10,-15,32,5,64,173,60,2020,Big Thick Blocks,NA,,,
Jonathan Huberdeau,49,20,41,17,30,24,102,48,10,2020,Big Thick Blocks,NA,,,
Dominik Kubalik,25,9,6,-1,6,3,69,29,7,2020,Big Thick Blocks,NA,,,
Mattias Ekholm,16,2,6,6,4,1,35,12,18,2020,Big Thick Blocks,NA,,,
Nick Leddy,15,1,5,-3,4,1,22,19,16,2020,Big Thick Blocks,NA,,,
Vladimir Tarasenko,10,2,5,1,0,3,29,13,7,2020,Big Thick Blocks,NA,,,
Nick Foligno,3,0,2,2,2,0,2,8,2,2020,Big Thick Blocks,NA,,,
Kasperi Kapanen,2,0,1,1,0,0,5,5,0,2020,Big Thick Blocks,NA,,,
Alex Killorn,4,1,2,-2,2,2,8,4,0,2020,Big Thick Blocks,NA,,,
Blake Coleman,8,4,3,3,6,0,27,19,5,2020,Big Thick Blocks,NA,,,
Travis Hamonic,2,0,0,-1,0,0,6,4,2,2020,Big Thick Blocks,NA,,,
Erik Cernak,4,1,2,0,2,0,6,9,3,2020,Big Thick Blocks,NA,,,
Filip Hronek,1,0,0,0,0,0,2,1,1,2020,Big Thick Blocks,NA,,,
Luke Schenn,2,0,0,2,2,0,4,6,0,2020,Big Thick Blocks,NA,,,
John Klingberg,1,0,0,-1,0,0,2,0,0,2020,Big Thick Blocks,NA,,,
Colton Parayko,1,0,0,-2,0,0,2,1,1,2020,Big Thick Blocks,NA,,,
Total,647,156,316,12,386,144,1490,934,465,2020,Big Thick Blocks,NA,,,
Shea Theodore,76,14,37,7,24,11,203,37,93,2021,BunchaPigeons,NA,,,
Nick Suzuki,21,4,11,-7,2,5,45,17,11,2021,BunchaPigeons,NA,,,
Jonathan Toews,2,0,0,-1,0,0,3,2,0,2021,BunchaPigeons,NA,,,
Artemi Panarin,75,22,74,21,18,37,177,22,14,2021,BunchaPigeons,NA,,,
Chris Kreider,81,52,25,22,24,33,258,141,39,2021,BunchaPigeons,NA,,,
Patrick Kane,75,26,64,-17,16,30,276,10,25,2021,BunchaPigeons,NA,,,
Dominik Kubalik,5,2,0,-5,2,1,11,10,3,2021,BunchaPigeons,NA,,,
Tyson Barrie,52,4,22,-1,10,12,102,21,54,2021,BunchaPigeons,NA,,,
Samuel Girard,5,0,2,-5,2,0,4,3,8,2021,BunchaPigeons,NA,,,
Sebastian Aho,78,35,44,18,38,28,214,76,23,2021,BunchaPigeons,NA,,,
Alexander Radulov,5,0,1,-1,0,0,9,6,6,2021,BunchaPigeons,NA,,,
Roman Josi,79,22,73,13,44,36,276,66,132,2021,BunchaPigeons,NA,,,
Ryan Ellis,4,1,4,2,0,2,6,1,6,2021,BunchaPigeons,NA,,,
Jaccob Slavin,1,0,1,0,0,0,0,0,1,2021,BunchaPigeons,NA,,,
Jeff Carter,1,0,0,-1,0,0,4,1,0,2021,BunchaPigeons,NA,,,
Erik Karlsson,9,2,2,2,2,2,21,5,8,2021,BunchaPigeons,NA,,,
Mats Zuccarello,3,1,1,-1,2,0,7,0,1,2021,BunchaPigeons,NA,,,
Nate Schmidt,4,0,2,0,0,2,5,2,9,2021,BunchaPigeons,NA,,,
Zack Kassian,1,0,0,-2,0,0,0,3,0,2021,BunchaPigeons,NA,,,
Blake Coleman,5,1,0,2,4,0,13,10,3,2021,BunchaPigeons,NA,,,
Mason Marchment,9,0,2,1,13,0,12,20,2,2021,BunchaPigeons,NA,,,
Josh Norris,13,3,3,-6,4,3,26,16,10,2021,BunchaPigeons,NA,,,
Marco Scandella,3,0,0,1,0,0,3,2,3,2021,BunchaPigeons,NA,,,
Ivan Provorov,14,2,5,-11,8,3,33,8,31,2021,BunchaPigeons,NA,,,
Ryan Pulock,1,0,0,-2,0,0,2,0,4,2021,BunchaPigeons,NA,,,
Tyler Bertuzzi,3,0,1,-1,2,0,7,5,3,2021,BunchaPigeons,NA,,,
Jamie Oleksiak,8,0,3,1,0,0,13,16,11,2021,BunchaPigeons,NA,,,
Ryan Hartman,33,11,12,11,44,2,93,25,19,2021,BunchaPigeons,NA,,,
Roope Hintz,62,32,32,19,22,21,163,64,43,2021,BunchaPigeons,NA,,,
Mathew Barzal,14,4,11,1,4,5,30,9,3,2021,BunchaPigeons,NA,,,
Evan Bouchard,8,0,3,0,2,0,16,8,11,2021,BunchaPigeons,NA,,,
Andre Burakovsky,6,0,3,2,4,0,6,3,2,2021,BunchaPigeons,NA,,,
Vladislav Gavrikov,1,0,0,-4,0,0,0,1,1,2021,BunchaPigeons,NA,,,
Sam Reinhart,1,1,0,0,0,0,5,0,0,2021,BunchaPigeons,NA,,,
Blake Wheeler,3,1,4,1,2,2,13,3,1,2021,BunchaPigeons,NA,,,
Ryan McDonagh,1,0,0,-1,0,0,0,0,0,2021,BunchaPigeons,NA,,,
Jonas Brodin,1,0,0,2,2,0,2,2,1,2021,BunchaPigeons,NA,,,
John Klingberg,10,0,3,-8,6,0,15,5,9,2021,BunchaPigeons,NA,,,
Elias Pettersson,4,0,2,1,0,0,6,0,4,2021,BunchaPigeons,NA,,,
Jared Spurgeon,17,2,8,10,4,4,26,12,23,2021,BunchaPigeons,NA,,,
Clayton Keller,1,1,0,-1,2,0,4,1,2,2021,BunchaPigeons,NA,,,
Tanner Jeannot,44,14,5,-3,92,1,64,191,39,2021,BunchaPigeons,NA,,,
Rasmus Andersson,3,0,0,-5,2,0,3,5,8,2021,BunchaPigeons,NA,,,
Torey Krug,27,2,14,10,24,7,49,24,39,2021,BunchaPigeons,NA,,,
Tomas Hertl,8,2,5,1,6,2,17,12,6,2021,BunchaPigeons,NA,,,
Brady Skjei,2,0,1,-1,0,0,5,1,3,2021,BunchaPigeons,NA,,,
Esa Lindell,3,1,1,-3,2,0,10,3,4,2021,BunchaPigeons,NA,,,
Luke Schenn,15,1,3,8,13,0,19,62,31,2021,BunchaPigeons,NA,,,
Mikael Backlund,2,0,0,0,0,0,6,3,0,2021,BunchaPigeons,NA,,,
Jeff Petry,22,3,11,1,12,2,55,36,54,2021,BunchaPigeons,NA,,,
Trevor Zegras,6,3,1,-7,8,4,20,6,4,2021,BunchaPigeons,NA,,,
Jake DeBrusk,4,1,0,1,2,0,9,5,2,2021,BunchaPigeons,NA,,,
Jakob Chychrun,1,0,0,0,0,0,0,0,0,2021,BunchaPigeons,NA,,,
Anders Lee,5,3,1,0,4,1,7,7,3,2021,BunchaPigeons,NA,,,
Dylan Strome,1,0,0,0,2,0,1,0,1,2021,BunchaPigeons,NA,,,
Valeri Nichushkin,3,0,1,-2,0,1,7,3,1,2021,BunchaPigeons,NA,,,
Andrew Copp,10,5,5,11,8,0,24,7,3,2021,BunchaPigeons,NA,,,
Hampus Lindholm,5,0,3,2,4,1,10,4,11,2021,BunchaPigeons,NA,,,
Erik Cernak,9,0,2,-4,2,0,15,26,11,2021,BunchaPigeons,NA,,,
Alexander Romanov,3,0,0,-1,2,0,4,5,5,2021,BunchaPigeons,NA,,,
Brock Nelson,3,0,1,-1,0,0,2,0,2,2021,BunchaPigeons,NA,,,
Brayden Schenn,8,4,3,4,4,3,12,15,3,2021,BunchaPigeons,NA,,,
Gustav Forsling,7,2,2,6,0,0,18,1,11,2021,BunchaPigeons,NA,,,
Robert Thomas,9,5,11,10,0,4,19,0,7,2021,BunchaPigeons,NA,,,
Mattias Ekholm,1,0,0,0,0,0,2,2,0,2021,BunchaPigeons,NA,,,
Mark Giordano,5,0,2,3,2,1,7,5,13,2021,BunchaPigeons,NA,,,
Pat Maroon,2,0,1,1,4,0,3,3,2,2021,BunchaPigeons,NA,,,
Total,1003,289,528,93,500,266,2497,1059,882,2021,BunchaPigeons,NA,,,
Evgeny Kuznetsov,68,19,43,5,48,19,NA,42,18,2018,Collin's Cool Team,3,,,
Jake Gardiner,26,2,12,7,6,3,NA,25,26,2018,Collin's Cool Team,0,,,
Mathew Barzal,65,15,37,-5,32,15,NA,20,42,2018,Collin's Cool Team,3,,,
Clayton Keller,26,5,13,-13,10,9,NA,7,6,2018,Collin's Cool Team,1,,,
Travis Konecny,12,1,3,1,8,0,NA,10,4,2018,Collin's Cool Team,0,,,
Mikael Granlund,35,10,17,-3,10,12,NA,7,21,2018,Collin's Cool Team,3,,,
Cam Atkinson,72,38,26,3,20,13,NA,23,25,2018,Collin's Cool Team,8,,,
Roman Josi,76,15,40,11,42,12,NA,51,126,2018,Collin's Cool Team,4,,,
Dougie Hamilton,74,14,19,-1,48,6,NA,139,78,2018,Collin's Cool Team,1,,,
Erik Johnson,69,6,16,10,33,0,NA,105,112,2018,Collin's Cool Team,0,,,
Jake Muzzin,40,4,12,8,23,1,NA,93,70,2018,Collin's Cool Team,0,,,
Ryan Johansen,35,6,20,6,16,7,NA,39,12,2018,Collin's Cool Team,2,,,
Jonathan Huberdeau,75,23,59,-16,36,32,NA,48,43,2018,Collin's Cool Team,4,,,
Nikita Kucherov,74,37,82,23,56,46,NA,41,26,2018,Collin's Cool Team,7,,,
Colton Sissons,30,5,6,2,10,1,NA,43,21,2018,Collin's Cool Team,1,,,
Yanni Gourde,30,7,6,2,17,2,NA,37,13,2018,Collin's Cool Team,0,,,
Zach Werenski,41,6,20,-5,6,7,NA,40,48,2018,Collin's Cool Team,1,,,
Total,848,213,431,35,421,185,NA,770,691,2018,Collin's Cool Team,38,,,
Sidney Crosby,50,20,36,9,22,20,141,38,27,2020,Commissioner Coulas,NA,,,
Sean Couturier,39,15,19,-5,8,9,109,30,20,2020,Commissioner Coulas,NA,,,
William Nylander,48,16,24,11,14,10,127,12,15,2020,Commissioner Coulas,NA,,,
Tomas Tatar,28,4,8,-12,8,3,45,42,11,2020,Commissioner Coulas,NA,,,
Justin Faulk,53,6,15,8,33,5,114,124,83,2020,Commissioner Coulas,NA,,,
T.J. Brodie,5,0,2,-1,0,0,6,3,4,2020,Commissioner Coulas,NA,,,
Matthew Tkachuk,49,10,20,2,45,12,132,122,9,2020,Commissioner Coulas,NA,,,
Anders Lee,22,10,5,13,12,3,65,27,10,2020,Commissioner Coulas,NA,,,
Victor Olofsson,20,5,9,-14,2,10,41,3,3,2020,Commissioner Coulas,NA,,,
Jake DeBrusk,2,0,0,-1,0,0,4,2,0,2020,Commissioner Coulas,NA,,,
Dougie Hamilton,55,10,31,20,35,18,180,52,64,2020,Commissioner Coulas,NA,,,
Mark Giordano,51,8,15,-2,12,7,121,45,99,2020,Commissioner Coulas,NA,,,
Jeff Carter,6,0,2,-3,2,1,14,4,3,2020,Commissioner Coulas,NA,,,
Jamie Benn,14,3,5,2,9,1,34,19,12,2020,Commissioner Coulas,NA,,,
Jakob Chychrun,2,0,0,0,0,0,4,3,3,2020,Commissioner Coulas,NA,,,
Joel Edmundson,8,0,1,6,2,0,14,9,5,2020,Commissioner Coulas,NA,,,
Nick Foligno,4,1,1,1,0,0,9,10,6,2020,Commissioner Coulas,NA,,,
Andrew Copp,3,0,1,2,0,0,5,1,1,2020,Commissioner Coulas,NA,,,
Vincent Trocheck,29,9,18,-5,12,9,70,72,14,2020,Commissioner Coulas,NA,,,
Justin Holl,7,0,2,-4,2,0,6,6,12,2020,Commissioner Coulas,NA,,,
Cam Atkinson,38,9,12,-14,2,6,109,19,19,2020,Commissioner Coulas,NA,,,
Michael Del Zotto,2,0,0,-1,0,0,4,3,2,2020,Commissioner Coulas,NA,,,
Nick Leddy,9,0,4,3,2,0,9,6,8,2020,Commissioner Coulas,NA,,,
Ryan Getzlaf,1,0,0,0,0,0,1,0,1,2020,Commissioner Coulas,NA,,,
Rickard Rakell,10,3,3,-2,2,1,24,15,1,2020,Commissioner Coulas,NA,,,
Ryan McDonagh,4,0,1,0,0,0,9,4,2,2020,Commissioner Coulas,NA,,,
Dustin Brown,24,4,8,-6,4,2,64,41,6,2020,Commissioner Coulas,NA,,,
MacKenzie Weegar,26,3,16,17,29,3,52,55,47,2020,Commissioner Coulas,NA,,,
Garnet Hathaway,3,0,0,0,0,0,6,9,0,2020,Commissioner Coulas,NA,,,
Joonas Donskoi,9,5,2,4,2,2,27,2,5,2020,Commissioner Coulas,NA,,,
William Karlsson,12,2,7,7,4,2,19,5,4,2020,Commissioner Coulas,NA,,,
Total,633,143,267,35,263,124,1565,783,496,2020,Commissioner Coulas,NA,,,
John Tavares,71,24,45,-10,28,24,213,79,41,2021,Commissioner Coulas,NA,,,
Blake Wheeler,11,0,6,-1,8,1,22,15,6,2021,Commissioner Coulas,NA,,,
Zach Hyman,69,22,26,-9,34,9,194,66,28,2021,Commissioner Coulas,NA,,,
William Nylander,78,32,45,-9,16,30,248,18,29,2021,Commissioner Coulas,NA,,,
Josh Anderson,19,3,3,-13,15,1,47,47,3,2021,Commissioner Coulas,NA,,,
Mathieu Perreault,4,3,1,3,0,0,7,3,0,2021,Commissioner Coulas,NA,,,
Josh Morrissey,38,5,11,1,20,6,77,76,44,2021,Commissioner Coulas,NA,,,
Aleksander Barkov,55,28,43,29,10,19,168,42,38,2021,Commissioner Coulas,NA,,,
Sam Bennett,67,24,19,20,70,9,225,111,26,2021,Commissioner Coulas,NA,,,
John Klingberg,11,0,3,-8,4,0,20,12,14,2021,Commissioner Coulas,NA,,,
Brent Burns,82,10,45,-15,42,18,203,55,150,2021,Commissioner Coulas,NA,,,
Nikita Zadorov,2,0,0,-2,2,0,5,4,2,2021,Commissioner Coulas,NA,,,
Connor Brown,2,0,3,-2,0,2,1,0,2,2021,Commissioner Coulas,NA,,,
Logan Couture,55,13,23,-8,12,11,131,66,44,2021,Commissioner Coulas,NA,,,
Cam Fowler,38,5,12,-5,8,9,66,20,53,2021,Commissioner Coulas,NA,,,
Andrew Mangiapane,51,17,11,8,26,6,112,46,22,2021,Commissioner Coulas,NA,,,
Zach Aston-Reese,15,1,2,1,9,0,16,44,8,2021,Commissioner Coulas,NA,,,
Oliver Kylington,6,0,2,2,0,1,5,2,7,2021,Commissioner Coulas,NA,,,
Trevor Zegras,13,3,9,-3,8,3,33,5,3,2021,Commissioner Coulas,NA,,,
Nicolas Deslauriers,3,0,0,1,0,0,0,6,3,2021,Commissioner Coulas,NA,,,
Wayne Simmonds,1,0,0,-1,18,0,0,0,0,2021,Commissioner Coulas,NA,,,
Vladislav Gavrikov,4,0,0,-4,4,0,5,3,3,2021,Commissioner Coulas,NA,,,
Valeri Nichushkin,5,3,1,5,0,0,20,3,2,2021,Commissioner Coulas,NA,,,
Jon Merrill,3,1,0,0,2,0,4,2,3,2021,Commissioner Coulas,NA,,,
Evan Rodrigues,16,6,4,0,0,4,52,13,11,2021,Commissioner Coulas,NA,,,
Jack Hughes,27,14,17,-13,0,9,104,3,5,2021,Commissioner Coulas,NA,,,
Brayden McNabb,19,0,2,-1,6,0,30,38,53,2021,Commissioner Coulas,NA,,,
Luke Kunin,9,1,0,-5,17,0,10,27,7,2021,Commissioner Coulas,NA,,,
Jeff Carter,15,1,2,-4,6,0,37,27,7,2021,Commissioner Coulas,NA,,,
Mike Matheson,3,0,0,-2,0,0,1,8,8,2021,Commissioner Coulas,NA,,,
Shayne Gostisbehere,24,2,11,-6,4,7,46,18,37,2021,Commissioner Coulas,NA,,,
Erik Gudbranson,1,0,0,2,0,0,1,1,0,2021,Commissioner Coulas,NA,,,
Nick Suzuki,26,8,13,-12,10,5,57,22,18,2021,Commissioner Coulas,NA,,,
Ben Chiarot,23,2,8,5,8,1,50,51,47,2021,Commissioner Coulas,NA,,,
Nick Schmaltz,21,6,13,-5,10,3,48,6,15,2021,Commissioner Coulas,NA,,,
Anders Lee,16,3,3,-6,10,2,31,20,9,2021,Commissioner Coulas,NA,,,
Noah Hanifin,16,4,13,9,0,4,40,17,12,2021,Commissioner Coulas,NA,,,
Adrian Kempe,5,3,0,-1,4,1,22,10,4,2021,Commissioner Coulas,NA,,,
Total,924,244,396,-59,411,185,2351,986,764,2021,Commissioner Coulas,NA,,,
Nathan MacKinnon,41,16,37,23,37,21,175,34,13,2020,Dont Drink and Draft,NA,,,
Ryan Nugent-Hopkins,40,12,16,-4,16,16,104,22,21,2020,Dont Drink and Draft,NA,,,
Kailer Yamamoto,31,7,9,10,20,0,45,39,33,2020,Dont Drink and Draft,NA,,,
Colton Parayko,16,1,7,1,12,0,32,20,32,2020,Dont Drink and Draft,NA,,,
Logan Couture,29,9,10,-1,15,6,72,32,22,2020,Dont Drink and Draft,NA,,,
Jeff Skinner,9,0,1,0,4,0,21,2,3,2020,Dont Drink and Draft,NA,,,
T.J. Oshie,48,21,19,-1,18,15,96,67,27,2020,Dont Drink and Draft,NA,,,
Matt Dumba,47,5,15,1,46,5,80,67,72,2020,Dont Drink and Draft,NA,,,
Zdeno Chara,12,1,1,2,8,0,23,17,15,2020,Dont Drink and Draft,NA,,,
Adam Larsson,39,2,5,1,18,0,35,118,98,2020,Dont Drink and Draft,NA,,,
Mikhail Grigorenko,4,1,0,0,2,0,2,2,3,2020,Dont Drink and Draft,NA,,,
Tyler Bertuzzi,2,2,0,0,0,1,3,1,0,2020,Dont Drink and Draft,NA,,,
Drew Doughty,44,5,20,-9,22,12,78,69,64,2020,Dont Drink and Draft,NA,,,
Joel Eriksson Ek,5,2,2,5,2,0,8,11,1,2020,Dont Drink and Draft,NA,,,
Rasmus Andersson,17,0,6,-5,14,1,25,16,20,2020,Dont Drink and Draft,NA,,,
Conor Garland,15,4,5,-1,6,1,23,7,6,2020,Dont Drink and Draft,NA,,,
Christian Dvorak,10,2,1,-3,4,1,15,7,6,2020,Dont Drink and Draft,NA,,,
Jordan Staal,34,10,10,-3,24,6,73,85,14,2020,Dont Drink and Draft,NA,,,
Michael Del Zotto,3,0,0,-1,2,0,5,9,5,2020,Dont Drink and Draft,NA,,,
Drake Batherson,4,2,1,-4,0,2,9,8,2,2020,Dont Drink and Draft,NA,,,
Alex Killorn,11,4,4,-4,6,3,20,7,2,2020,Dont Drink and Draft,NA,,,
Jacob Trouba,14,1,5,7,6,1,28,36,31,2020,Dont Drink and Draft,NA,,,
Devon Toews,27,5,10,14,10,3,64,25,36,2020,Dont Drink and Draft,NA,,,
Jordan Greenway,2,0,0,-1,6,0,1,3,1,2020,Dont Drink and Draft,NA,,,
Andre Burakovsky,9,3,3,-1,2,1,12,5,1,2020,Dont Drink and Draft,NA,,,
Yanni Gourde,22,7,7,4,16,2,43,21,10,2020,Dont Drink and Draft,NA,,,
Pavel Buchnevich,23,9,7,3,35,2,46,26,11,2020,Dont Drink and Draft,NA,,,
Jared McCann,17,5,10,3,2,6,37,18,8,2020,Dont Drink and Draft,NA,,,
Andrew Copp,12,2,7,-1,6,4,21,11,11,2020,Dont Drink and Draft,NA,,,
Frank Vatrano,14,4,2,1,12,1,38,25,3,2020,Dont Drink and Draft,NA,,,
Phillip Danault,14,1,3,-9,6,0,16,33,12,2020,Dont Drink and Draft,NA,,,
Viktor Arvidsson,5,2,2,5,4,0,15,4,6,2020,Dont Drink and Draft,NA,,,
Casey Mittelstadt,9,2,4,-5,2,2,20,3,4,2020,Dont Drink and Draft,NA,,,
Total,629,147,229,27,383,112,1285,850,593,2020,Dont Drink and Draft,NA,,,
Ryan McDonagh,1,0,0,-3,0,0,2,2,2,2021,Dont Drink and Draft,NA,,,
Leon Draisaitl,75,54,51,19,40,38,261,46,25,2021,Dont Drink and Draft,NA,,,
T.J. Oshie,24,5,9,-5,14,4,35,40,14,2021,Dont Drink and Draft,NA,,,
Kyle Connor,75,42,45,-3,4,26,299,32,22,2021,Dont Drink and Draft,NA,,,
Conor Garland,9,1,7,3,4,1,13,8,2,2021,Dont Drink and Draft,NA,,,
Oliver Ekman-Larsson,26,2,3,2,28,2,74,37,19,2021,Dont Drink and Draft,NA,,,
Andrei Svechnikov,72,27,38,14,71,21,222,175,14,2021,Dont Drink and Draft,NA,,,
Sam Reinhart,57,26,42,20,9,27,139,31,22,2021,Dont Drink and Draft,NA,,,
Drew Doughty,38,7,23,3,30,13,96,58,51,2021,Dont Drink and Draft,NA,,,
Kirill Kaprizov,68,36,54,20,30,27,241,57,24,2021,Dont Drink and Draft,NA,,,
Jared Spurgeon,11,1,1,1,2,1,12,5,18,2021,Dont Drink and Draft,NA,,,
Ryan Graves,4,0,3,4,2,0,4,7,7,2021,Dont Drink and Draft,NA,,,
Johnny Gaudreau,73,34,69,60,24,21,236,9,9,2021,Dont Drink and Draft,NA,,,
Elias Lindholm,62,35,29,45,10,16,182,43,39,2021,Dont Drink and Draft,NA,,,
Jason Robertson,61,33,33,13,20,18,174,42,20,2021,Dont Drink and Draft,NA,,,
Jordan Staal,6,1,1,3,4,0,10,14,3,2021,Dont Drink and Draft,NA,,,
Artem Zub,7,0,2,-2,6,0,6,12,14,2021,Dont Drink and Draft,NA,,,
Ryan Pulock,1,0,1,-1,0,1,0,3,1,2021,Dont Drink and Draft,NA,,,
Rasmus Andersson,30,2,14,16,14,7,56,27,40,2021,Dont Drink and Draft,NA,,,
Gustav Forsling,7,0,3,0,6,0,12,4,4,2021,Dont Drink and Draft,NA,,,
Shayne Gostisbehere,11,1,4,-1,2,2,25,3,15,2021,Dont Drink and Draft,NA,,,
Adrian Kempe,30,14,6,-1,10,6,91,30,9,2021,Dont Drink and Draft,NA,,,
Devon Toews,63,11,43,48,20,11,152,52,83,2021,Dont Drink and Draft,NA,,,
Nazem Kadri,56,23,46,13,45,22,207,38,16,2021,Dont Drink and Draft,NA,,,
Alex Goligoski,4,1,1,5,2,0,4,3,5,2021,Dont Drink and Draft,NA,,,
Tage Thompson,6,2,1,-2,0,1,22,4,2,2021,Dont Drink and Draft,NA,,,
Evan Bouchard,12,2,2,-4,14,0,29,13,16,2021,Dont Drink and Draft,NA,,,
Connor Murphy,3,0,0,-2,4,0,3,9,8,2021,Dont Drink and Draft,NA,,,
Ryan Getzlaf,2,0,1,-2,2,1,3,4,1,2021,Dont Drink and Draft,NA,,,
Noah Dobson,5,0,0,-1,0,0,21,5,10,2021,Dont Drink and Draft,NA,,,
Tyler Toffoli,27,8,10,-5,6,6,81,27,11,2021,Dont Drink and Draft,NA,,,
Dmitry Orlov,12,2,2,6,6,1,21,19,16,2021,Dont Drink and Draft,NA,,,
Total,938,370,544,263,429,273,2733,859,542,2021,Dont Drink and Draft,NA,,,
John Tavares,63,26,34,-8,24,21,197,32,31,2019,Dump in the Corner,NA,,,
Jake Muzzin,50,6,17,11,32,0,98,96,103,2019,Dump in the Corner,NA,,,
Steven Stamkos,57,28,37,14,22,19,175,69,38,2019,Dump in the Corner,NA,,,
Jonathan Drouin,1,0,1,1,0,0,1,1,0,2019,Dump in the Corner,NA,,,
Jake Guentzel,25,14,11,2,8,5,89,34,10,2019,Dump in the Corner,NA,,,
Nikolaj Ehlers,65,24,30,14,30,5,187,33,28,2019,Dump in the Corner,NA,,,
Brendan Gallagher,55,21,19,11,24,5,206,47,28,2019,Dump in the Corner,NA,,,
Yanni Gourde,7,1,2,1,6,1,13,6,3,2019,Dump in the Corner,NA,,,
Kris Letang,61,15,29,0,38,15,177,101,91,2019,Dump in the Corner,NA,,,
Ryan Ellis,48,8,30,16,19,9,112,46,95,2019,Dump in the Corner,NA,,,
Jeff Petry,68,11,27,-9,26,11,153,165,77,2019,Dump in the Corner,NA,,,
Josh Anderson,2,0,0,-4,4,0,6,4,2,2019,Dump in the Corner,NA,,,
Seth Jones,22,2,12,1,8,6,45,19,52,2019,Dump in the Corner,NA,,,
Tyler Johnson,2,1,0,0,0,0,3,2,0,2019,Dump in the Corner,NA,,,
James Neal,21,10,4,-11,6,8,52,19,5,2019,Dump in the Corner,NA,,,
David Perron,6,3,2,-1,2,3,14,7,0,2019,Dump in the Corner,NA,,,
Jaccob Slavin,2,0,0,0,2,0,5,0,2,2019,Dump in the Corner,NA,,,
Adam Henrique,3,1,0,0,2,0,4,1,2,2019,Dump in the Corner,NA,,,
Radko Gudas,9,0,4,3,2,0,10,22,17,2019,Dump in the Corner,NA,,,
Brock Nelson,3,0,3,0,2,0,11,3,4,2019,Dump in the Corner,NA,,,
Kasperi Kapanen,2,0,0,-1,0,0,1,7,0,2019,Dump in the Corner,NA,,,
Bo Horvat,8,1,4,-8,2,3,22,6,8,2019,Dump in the Corner,NA,,,
Anders Lee,4,0,1,2,2,0,7,9,5,2019,Dump in the Corner,NA,,,
Ryan Reaves,5,0,1,0,2,0,4,24,2,2019,Dump in the Corner,NA,,,
Zack Kassian,9,4,4,-3,15,0,19,28,1,2019,Dump in the Corner,NA,,,
Zach Hyman,5,2,1,0,2,1,11,3,3,2019,Dump in the Corner,NA,,,
